STATE FIPS,COUNTY FIPS,STATE/TERRITORY NAME,COUNTY NAME,NAME,name_state, 2010 POPULATION , 2015 POPULATION , LAND AREA (Sqare Miles) 
18,139,Indiana,Rush County,Rush,Rush Indiana," 17,392 "," 16,672 ", 408.124 
18,141,Indiana,St. Joseph County,St. Joseph,St. Joseph Indiana," 266,931 "," 268,441 ", 457.850 
18,143,Indiana,Scott County,Scott,Scott Indiana," 24,181 "," 23,744 ", 190.397 
18,145,Indiana,Shelby County,Shelby,Shelby Indiana," 44,436 "," 44,478 ", 411.147 
18,147,Indiana,Spencer County,Spencer,Spencer Indiana," 20,952 "," 20,715 ", 396.744 
18,149,Indiana,Starke County,Starke,Starke Indiana," 23,363 "," 22,958 ", 309.134 
18,151,Indiana,Steuben County,Steuben,Steuben Indiana," 34,185 "," 34,372 ", 308.939 
18,153,Indiana,Sullivan County,Sullivan,Sullivan Indiana," 21,475 "," 20,928 ", 447.142 
18,155,Indiana,Switzerland County,Switzerland,Switzerland Indiana," 10,613 "," 10,524 ", 220.633 
18,157,Indiana,Tippecanoe County,Tippecanoe,Tippecanoe Indiana," 172,780 "," 185,826 ", 499.806 
18,159,Indiana,Tipton County,Tipton,Tipton Indiana," 15,936 "," 15,267 ", 260.541 
18,161,Indiana,Union County,Union,Union Indiana," 7,516 "," 7,182 ", 161.224 
18,163,Indiana,Vanderburgh County,Vanderburgh,Vanderburgh Indiana," 179,703 "," 181,877 ", 233.475 
18,165,Indiana,Vermillion County,Vermillion,Vermillion Indiana," 16,212 "," 15,692 ", 256.878 
18,167,Indiana,Vigo County,Vigo,Vigo Indiana," 107,848 "," 107,896 ", 403.313 
18,169,Indiana,Wabash County,Wabash,Wabash Indiana," 32,888 "," 32,138 ", 412.434 
18,171,Indiana,Warren County,Warren,Warren Indiana," 8,508 "," 8,269 ", 364.681 
18,173,Indiana,Warrick County,Warrick,Warrick Indiana," 59,689 "," 61,897 ", 384.815 
18,175,Indiana,Washington County,Washington,Washington Indiana," 28,262 "," 27,827 ", 513.725 
18,177,Indiana,Wayne County,Wayne,Wayne Indiana," 68,917 "," 67,001 ", 401.740 
18,179,Indiana,Wells County,Wells,Wells Indiana," 27,636 "," 27,964 ", 368.087 
18,181,Indiana,White County,White,White Indiana," 24,643 "," 24,293 ", 505.125 
18,183,Indiana,Whitley County,Whitley,Whitley Indiana," 33,292 "," 33,406 ", 335.569 
19,001,Iowa,Adair County,Adair,Adair Iowa," 7,682 "," 7,228 ", 569.271 
19,003,Iowa,Adams County,Adams,Adams Iowa," 4,029 "," 3,796 ", 423.439 
19,005,Iowa,Allamakee County,Allamakee,Allamakee Iowa," 14,330 "," 13,886 ", 639.082 
19,007,Iowa,Appanoose County,Appanoose,Appanoose Iowa," 12,887 "," 12,529 ", 497.292 
19,009,Iowa,Audubon County,Audubon,Audubon Iowa," 6,119 "," 5,773 ", 442.961 
19,011,Iowa,Benton County,Benton,Benton Iowa," 26,076 "," 25,658 ", 716.265 
19,013,Iowa,Black Hawk County,Black Hawk,Black Hawk Iowa," 131,090 "," 133,455 ", 565.769 
19,015,Iowa,Boone County,Boone,Boone Iowa," 26,306 "," 26,643 ", 571.569 
19,017,Iowa,Bremer County,Bremer,Bremer Iowa," 24,276 "," 24,722 ", 435.477 
19,019,Iowa,Buchanan County,Buchanan,Buchanan Iowa," 20,958 "," 21,062 ", 571.020 
19,021,Iowa,Buena Vista County,Buena Vista,Buena Vista Iowa," 20,260 "," 20,493 ", 574.915 
19,023,Iowa,Butler County,Butler,Butler Iowa," 14,867 "," 14,915 ", 580.131 
19,025,Iowa,Calhoun County,Calhoun,Calhoun Iowa," 9,670 "," 9,818 ", 569.968 
19,027,Iowa,Carroll County,Carroll,Carroll Iowa," 20,816 "," 20,498 ", 569.437 
19,029,Iowa,Cass County,Cass,Cass Iowa," 13,956 "," 13,427 ", 564.269 
19,031,Iowa,Cedar County,Cedar,Cedar Iowa," 18,499 "," 18,340 ", 579.436 
19,033,Iowa,Cerro Gordo County,Cerro Gordo,Cerro Gordo Iowa," 44,151 "," 43,017 ", 568.313 
19,035,Iowa,Cherokee County,Cherokee,Cherokee Iowa," 12,072 "," 11,574 ", 576.906 
19,037,Iowa,Chickasaw County,Chickasaw,Chickasaw Iowa," 12,439 "," 12,097 ", 504.380 
19,039,Iowa,Clarke County,Clarke,Clarke Iowa," 9,286 "," 9,259 ", 431.167 
19,041,Iowa,Clay County,Clay,Clay Iowa," 16,667 "," 16,507 ", 567.238 
19,043,Iowa,Clayton County,Clayton,Clayton Iowa," 18,129 "," 17,644 ", 778.539 
19,045,Iowa,Clinton County,Clinton,Clinton Iowa," 49,116 "," 47,768 ", 694.915 
19,047,Iowa,Crawford County,Crawford,Crawford Iowa," 17,096 "," 17,094 ", 714.190 
19,049,Iowa,Dallas County,Dallas,Dallas Iowa," 66,135 "," 80,133 ", 588.447 
19,051,Iowa,Davis County,Davis,Davis Iowa," 8,753 "," 8,769 ", 502.188 
19,053,Iowa,Decatur County,Decatur,Decatur Iowa," 8,457 "," 8,220 ", 531.881 
19,055,Iowa,Delaware County,Delaware,Delaware Iowa," 17,764 "," 17,403 ", 577.756 
19,057,Iowa,Des Moines County,Des Moines,Des Moines Iowa," 40,325 "," 40,055 ", 416.123 
19,059,Iowa,Dickinson County,Dickinson,Dickinson Iowa," 16,667 "," 17,111 ", 380.606 
19,061,Iowa,Dubuque County,Dubuque,Dubuque Iowa," 93,653 "," 97,125 ", 608.305 
19,063,Iowa,Emmet County,Emmet,Emmet Iowa," 10,302 "," 9,769 ", 395.883 
19,065,Iowa,Fayette County,Fayette,Fayette Iowa," 20,880 "," 20,257 ", 730.811 
19,067,Iowa,Floyd County,Floyd,Floyd Iowa," 16,303 "," 15,960 ", 500.632 
19,069,Iowa,Franklin County,Franklin,Franklin Iowa," 10,680 "," 10,295 ", 581.972 
19,071,Iowa,Fremont County,Fremont,Fremont Iowa," 7,441 "," 6,906 ", 511.150 
19,073,Iowa,Greene County,Greene,Greene Iowa," 9,336 "," 9,027 ", 569.574 
19,075,Iowa,Grundy County,Grundy,Grundy Iowa," 12,453 "," 12,435 ", 501.858 
19,077,Iowa,Guthrie County,Guthrie,Guthrie Iowa," 10,954 "," 10,676 ", 590.620 
19,079,Iowa,Hamilton County,Hamilton,Hamilton Iowa," 15,673 "," 15,190 ", 576.751 
19,081,Iowa,Hancock County,Hancock,Hancock Iowa," 11,341 "," 10,974 ", 571.005 
19,083,Iowa,Hardin County,Hardin,Hardin Iowa," 17,534 "," 17,367 ", 569.307 
19,085,Iowa,Harrison County,Harrison,Harrison Iowa," 14,928 "," 14,265 ", 696.848 
19,087,Iowa,Henry County,Henry,Henry Iowa," 20,145 "," 19,950 ", 434.328 
19,089,Iowa,Howard County,Howard,Howard Iowa," 9,566 "," 9,410 ", 473.248 
19,091,Iowa,Humboldt County,Humboldt,Humboldt Iowa," 9,815 "," 9,555 ", 434.352 
19,093,Iowa,Ida County,Ida,Ida Iowa," 7,089 "," 7,028 ", 431.508 
19,095,Iowa,Iowa County,Iowa,Iowa Iowa," 16,355 "," 16,401 ", 586.457 
19,097,Iowa,Jackson County,Jackson,Jackson Iowa," 19,848 "," 19,444 ", 636.039 
19,099,Iowa,Jasper County,Jasper,Jasper Iowa," 36,842 "," 36,827 ", 730.420 
19,101,Iowa,Jefferson County,Jefferson,Jefferson Iowa," 16,843 "," 17,555 ", 435.510 
19,103,Iowa,Johnson County,Johnson,Johnson Iowa," 130,882 "," 144,251 ", 614.040 
19,105,Iowa,Jones County,Jones,Jones Iowa," 20,638 "," 20,466 ", 575.621 
19,107,Iowa,Keokuk County,Keokuk,Keokuk Iowa," 10,511 "," 10,163 ", 579.179 
19,109,Iowa,Kossuth County,Kossuth,Kossuth Iowa," 15,543 "," 15,165 ", 972.720 
19,111,Iowa,Lee County,Lee,Lee Iowa," 35,862 "," 35,089 ", 517.518 
19,113,Iowa,Linn County,Linn,Linn Iowa," 211,226 "," 219,916 ", 716.880 
19,115,Iowa,Louisa County,Louisa,Louisa Iowa," 11,387 "," 11,185 ", 401.766 
19,117,Iowa,Lucas County,Lucas,Lucas Iowa," 8,898 "," 8,682 ", 430.593 
19,119,Iowa,Lyon County,Lyon,Lyon Iowa," 11,581 "," 11,745 ", 587.650 
19,121,Iowa,Madison County,Madison,Madison Iowa," 15,679 "," 15,753 ", 561.006 
19,123,Iowa,Mahaska County,Mahaska,Mahaska Iowa," 22,381 "," 22,324 ", 570.863 
19,125,Iowa,Marion County,Marion,Marion Iowa," 33,309 "," 33,294 ", 554.534 
19,127,Iowa,Marshall County,Marshall,Marshall Iowa," 40,648 "," 40,746 ", 572.501 
19,129,Iowa,Mills County,Mills,Mills Iowa," 15,059 "," 14,844 ", 437.437 
19,131,Iowa,Mitchell County,Mitchell,Mitchell Iowa," 10,776 "," 10,832 ", 469.133 
19,133,Iowa,Monona County,Monona,Monona Iowa," 9,243 "," 8,979 ", 694.072 
19,135,Iowa,Monroe County,Monroe,Monroe Iowa," 7,970 "," 7,973 ", 433.715 
19,137,Iowa,Montgomery County,Montgomery,Montgomery Iowa," 10,740 "," 10,234 ", 424.097 
19,139,Iowa,Muscatine County,Muscatine,Muscatine Iowa," 42,745 "," 43,011 ", 437.469 
19,141,Iowa,O'Brien County,O'Brien,O'Brien Iowa," 14,398 "," 13,984 ", 573.035 
19,143,Iowa,Osceola County,Osceola,Osceola Iowa," 6,462 "," 6,154 ", 398.684 
19,145,Iowa,Page County,Page,Page Iowa," 15,932 "," 15,527 ", 534.942 
19,147,Iowa,Palo Alto County,Palo Alto,Palo Alto Iowa," 9,421 "," 9,133 ", 563.844 
19,149,Iowa,Plymouth County,Plymouth,Plymouth Iowa," 24,986 "," 24,800 ", 862.893 
19,151,Iowa,Pocahontas County,Pocahontas,Pocahontas Iowa," 7,310 "," 7,008 ", 577.241 
19,153,Iowa,Polk County,Polk,Polk Iowa," 430,640 "," 467,711 ", 573.795 
19,155,Iowa,Pottawattamie County,Pottawattamie,Pottawattamie Iowa," 93,158 "," 93,671 ", 950.280 
19,157,Iowa,Poweshiek County,Poweshiek,Poweshiek Iowa," 18,914 "," 18,550 ", 584.932 
19,159,Iowa,Ringgold County,Ringgold,Ringgold Iowa," 5,131 "," 5,068 ", 535.498 
19,161,Iowa,Sac County,Sac,Sac Iowa," 10,350 "," 10,021 ", 575.012 
19,163,Iowa,Scott County,Scott,Scott Iowa," 165,224 "," 172,126 ", 458.089 
19,165,Iowa,Shelby County,Shelby,Shelby Iowa," 12,167 "," 11,927 ", 590.779 
19,167,Iowa,Sioux County,Sioux,Sioux Iowa," 33,704 "," 34,937 ", 768.332 
19,169,Iowa,Story County,Story,Story Iowa," 89,542 "," 96,021 ", 572.818 
19,171,Iowa,Tama County,Tama,Tama Iowa," 17,767 "," 17,337 ", 721.011 
19,173,Iowa,Taylor County,Taylor,Taylor Iowa," 6,317 "," 6,205 ", 531.902 
19,175,Iowa,Union County,Union,Union Iowa," 12,534 "," 12,469 ", 423.645 
19,177,Iowa,Van Buren County,Van Buren,Van Buren Iowa," 7,570 "," 7,344 ", 484.789 
19,179,Iowa,Wapello County,Wapello,Wapello Iowa," 35,625 "," 35,173 ", 431.833 
19,181,Iowa,Warren County,Warren,Warren Iowa," 46,225 "," 48,626 ", 569.827 
19,183,Iowa,Washington County,Washington,Washington Iowa," 21,704 "," 22,247 ", 568.835 
19,185,Iowa,Wayne County,Wayne,Wayne Iowa," 6,403 "," 6,385 ", 525.437 
19,187,Iowa,Webster County,Webster,Webster Iowa," 38,013 "," 37,071 ", 715.619 
19,189,Iowa,Winnebago County,Winnebago,Winnebago Iowa," 10,866 "," 10,609 ", 400.489 
19,191,Iowa,Winneshiek County,Winneshiek,Winneshiek Iowa," 21,056 "," 20,709 ", 689.868 
19,193,Iowa,Woodbury County,Woodbury,Woodbury Iowa," 102,172 "," 102,782 ", 872.834 
19,195,Iowa,Worth County,Worth,Worth Iowa," 7,598 "," 7,569 ", 400.123 
19,197,Iowa,Wright County,Wright,Wright Iowa," 13,229 "," 12,773 ", 580.422 
20,001,Kansas,Allen County,Allen,Allen Kansas," 13,371 "," 12,717 ", 500.303 
20,003,Kansas,Anderson County,Anderson,Anderson Kansas," 8,102 "," 7,808 ", 579.646 
20,005,Kansas,Atchison County,Atchison,Atchison Kansas," 16,924 "," 16,398 ", 431.172 
20,007,Kansas,Barber County,Barber,Barber Kansas," 4,861 "," 4,823 "," 1,134.073 "
20,009,Kansas,Barton County,Barton,Barton Kansas," 27,674 "," 27,103 ", 895.400 
20,011,Kansas,Bourbon County,Bourbon,Bourbon Kansas," 15,173 "," 14,712 ", 635.471 
20,013,Kansas,Brown County,Brown,Brown Kansas," 9,984 "," 9,776 ", 570.872 
20,015,Kansas,Butler County,Butler,Butler Kansas," 65,880 "," 66,741 "," 1,429.863 "
20,017,Kansas,Chase County,Chase,Chase Kansas," 2,790 "," 2,679 ", 773.060 
20,019,Kansas,Chautauqua County,Chautauqua,Chautauqua Kansas," 3,669 "," 3,402 ", 638.881 
20,021,Kansas,Cherokee County,Cherokee,Cherokee Kansas," 21,603 "," 20,533 ", 587.568 
20,023,Kansas,Cheyenne County,Cheyenne,Cheyenne Kansas," 2,726 "," 2,679 "," 1,019.887 "
20,025,Kansas,Clark County,Clark,Clark Kansas," 2,215 "," 2,096 ", 974.632 
20,027,Kansas,Clay County,Clay,Clay Kansas," 8,535 "," 8,347 ", 645.301 
20,029,Kansas,Cloud County,Cloud,Cloud Kansas," 9,533 "," 9,219 ", 715.342 
20,031,Kansas,Coffey County,Coffey,Coffey Kansas," 8,601 "," 8,384 ", 626.947 
20,033,Kansas,Comanche County,Comanche,Comanche Kansas," 1,891 "," 1,843 ", 788.298 
20,035,Kansas,Cowley County,Cowley,Cowley Kansas," 36,311 "," 35,788 "," 1,125.750 "
20,037,Kansas,Crawford County,Crawford,Crawford Kansas," 39,134 "," 39,217 ", 589.756 
20,039,Kansas,Decatur County,Decatur,Decatur Kansas," 2,961 "," 2,932 ", 893.517 
20,041,Kansas,Dickinson County,Dickinson,Dickinson Kansas," 19,754 "," 19,303 ", 847.072 
20,043,Kansas,Doniphan County,Doniphan,Doniphan Kansas," 7,945 "," 7,797 ", 393.405 
20,045,Kansas,Douglas County,Douglas,Douglas Kansas," 110,826 "," 118,053 ", 455.871 
20,047,Kansas,Edwards County,Edwards,Edwards Kansas," 3,037 "," 2,968 ", 621.894 
20,049,Kansas,Elk County,Elk,Elk Kansas," 2,882 "," 2,605 ", 644.265 
20,051,Kansas,Ellis County,Ellis,Ellis Kansas," 28,452 "," 29,029 ", 899.912 
20,053,Kansas,Ellsworth County,Ellsworth,Ellsworth Kansas," 6,497 "," 6,343 ", 715.847 
20,055,Kansas,Finney County,Finney,Finney Kansas," 36,776 "," 37,118 "," 1,301.967 "
20,057,Kansas,Ford County,Ford,Ford Kansas," 33,848 "," 34,536 "," 1,098.271 "
20,059,Kansas,Franklin County,Franklin,Franklin Kansas," 25,992 "," 25,609 ", 571.756 
20,061,Kansas,Geary County,Geary,Geary Kansas," 34,362 "," 37,030 ", 384.618 
20,063,Kansas,Gove County,Gove,Gove Kansas," 2,695 "," 2,640 "," 1,071.665 "
20,065,Kansas,Graham County,Graham,Graham Kansas," 2,597 "," 2,591 ", 898.522 
20,067,Kansas,Grant County,Grant,Grant Kansas," 7,829 "," 7,733 ", 574.800 
20,069,Kansas,Gray County,Gray,Gray Kansas," 6,006 "," 6,133 ", 868.867 
20,071,Kansas,Greeley County,Greeley,Greeley Kansas," 1,247 "," 1,330 ", 778.450 
20,073,Kansas,Greenwood County,Greenwood,Greenwood Kansas," 6,689 "," 6,244 "," 1,143.300 "
20,075,Kansas,Hamilton County,Hamilton,Hamilton Kansas," 2,690 "," 2,474 ", 996.508 
20,077,Kansas,Harper County,Harper,Harper Kansas," 6,034 "," 5,817 ", 801.269 
20,079,Kansas,Harvey County,Harvey,Harvey Kansas," 34,684 "," 35,073 ", 539.754 
20,081,Kansas,Haskell County,Haskell,Haskell Kansas," 4,256 "," 4,064 ", 577.521 
20,083,Kansas,Hodgeman County,Hodgeman,Hodgeman Kansas," 1,916 "," 1,893 ", 859.992 
20,085,Kansas,Jackson County,Jackson,Jackson Kansas," 13,462 "," 13,338 ", 656.217 
20,087,Kansas,Jefferson County,Jefferson,Jefferson Kansas," 19,126 "," 18,930 ", 532.574 
20,089,Kansas,Jewell County,Jewell,Jewell Kansas," 3,077 "," 2,970 ", 909.781 
20,091,Kansas,Johnson County,Johnson,Johnson Kansas," 544,179 "," 580,159 ", 473.375 
20,093,Kansas,Kearny County,Kearny,Kearny Kansas," 3,977 "," 3,956 ", 870.543 
20,095,Kansas,Kingman County,Kingman,Kingman Kansas," 7,858 "," 7,687 ", 863.363 
20,097,Kansas,Kiowa County,Kiowa,Kiowa Kansas," 2,553 "," 2,564 ", 722.639 
20,099,Kansas,Labette County,Labette,Labette Kansas," 21,607 "," 20,803 ", 645.295 
20,101,Kansas,Lane County,Lane,Lane Kansas," 1,750 "," 1,670 ", 717.455 
20,103,Kansas,Leavenworth County,Leavenworth,Leavenworth Kansas," 76,227 "," 79,315 ", 462.831 
20,105,Kansas,Lincoln County,Lincoln,Lincoln Kansas," 3,241 "," 3,105 ", 719.396 
20,107,Kansas,Linn County,Linn,Linn Kansas," 9,656 "," 9,536 ", 594.059 
20,109,Kansas,Logan County,Logan,Logan Kansas," 2,756 "," 2,825 "," 1,072.994 "
20,111,Kansas,Lyon County,Lyon,Lyon Kansas," 33,690 "," 33,339 ", 847.474 
20,113,Kansas,McPherson County,McPherson,McPherson Kansas," 29,180 "," 28,941 ", 898.274 
20,115,Kansas,Marion County,Marion,Marion Kansas," 12,660 "," 12,103 ", 944.290 
20,117,Kansas,Marshall County,Marshall,Marshall Kansas," 10,117 "," 9,936 ", 900.183 
20,119,Kansas,Meade County,Meade,Meade Kansas," 4,575 "," 4,330 ", 978.088 
20,121,Kansas,Miami County,Miami,Miami Kansas," 32,787 "," 32,553 ", 575.661 
20,123,Kansas,Mitchell County,Mitchell,Mitchell Kansas," 6,373 "," 6,282 ", 701.792 
20,125,Kansas,Montgomery County,Montgomery,Montgomery Kansas," 35,471 "," 33,314 ", 643.527 
20,127,Kansas,Morris County,Morris,Morris Kansas," 5,923 "," 5,645 ", 695.279 
20,129,Kansas,Morton County,Morton,Morton Kansas," 3,233 "," 3,007 ", 729.731 
20,131,Kansas,Nemaha County,Nemaha,Nemaha Kansas," 10,178 "," 10,227 ", 717.427 
20,133,Kansas,Neosho County,Neosho,Neosho Kansas," 16,512 "," 16,346 ", 571.472 
20,135,Kansas,Ness County,Ness,Ness Kansas," 3,107 "," 3,005 "," 1,074.750 "
20,137,Kansas,Norton County,Norton,Norton Kansas," 5,671 "," 5,550 ", 878.134 
20,139,Kansas,Osage County,Osage,Osage Kansas," 16,295 "," 15,847 ", 705.518 
20,141,Kansas,Osborne County,Osborne,Osborne Kansas," 3,858 "," 3,683 ", 892.504 
20,143,Kansas,Ottawa County,Ottawa,Ottawa Kansas," 6,091 "," 5,975 ", 720.733 
20,145,Kansas,Pawnee County,Pawnee,Pawnee Kansas," 6,973 "," 6,838 ", 754.263 
20,147,Kansas,Phillips County,Phillips,Phillips Kansas," 5,642 "," 5,428 ", 885.877 
20,149,Kansas,Pottawatomie County,Pottawatomie,Pottawatomie Kansas," 21,604 "," 23,298 ", 841.022 
20,151,Kansas,Pratt County,Pratt,Pratt Kansas," 9,656 "," 9,691 ", 735.045 
20,153,Kansas,Rawlins County,Rawlins,Rawlins Kansas," 2,519 "," 2,506 "," 1,069.416 "
20,155,Kansas,Reno County,Reno,Reno Kansas," 64,511 "," 63,718 "," 1,255.346 "
20,157,Kansas,Republic County,Republic,Republic Kansas," 4,980 "," 4,725 ", 717.371 
20,159,Kansas,Rice County,Rice,Rice Kansas," 10,083 "," 9,977 ", 726.237 
20,161,Kansas,Riley County,Riley,Riley Kansas," 71,115 "," 75,247 ", 609.771 
20,163,Kansas,Rooks County,Rooks,Rooks Kansas," 5,181 "," 5,174 ", 890.533 
20,165,Kansas,Rush County,Rush,Rush Kansas," 3,307 "," 3,130 ", 717.763 
20,167,Kansas,Russell County,Russell,Russell Kansas," 6,970 "," 7,039 ", 886.260 
20,169,Kansas,Saline County,Saline,Saline Kansas," 55,606 "," 55,691 ", 720.225 
20,171,Kansas,Scott County,Scott,Scott Kansas," 4,936 "," 4,964 ", 717.544 
20,173,Kansas,Sedgwick County,Sedgwick,Sedgwick Kansas," 498,365 "," 511,574 ", 997.512 
20,175,Kansas,Seward County,Seward,Seward Kansas," 22,952 "," 23,152 ", 639.497 
20,177,Kansas,Shawnee County,Shawnee,Shawnee Kansas," 177,934 "," 178,725 ", 544.016 
20,179,Kansas,Sheridan County,Sheridan,Sheridan Kansas," 2,556 "," 2,512 ", 895.957 
20,181,Kansas,Sherman County,Sherman,Sherman Kansas," 6,010 "," 5,983 "," 1,056.066 "
20,183,Kansas,Smith County,Smith,Smith Kansas," 3,853 "," 3,704 ", 895.465 
20,185,Kansas,Stafford County,Stafford,Stafford Kansas," 4,437 "," 4,236 ", 792.046 
20,187,Kansas,Stanton County,Stanton,Stanton Kansas," 2,235 "," 2,072 ", 680.345 
20,189,Kansas,Stevens County,Stevens,Stevens Kansas," 5,724 "," 5,806 ", 727.293 
20,191,Kansas,Sumner County,Sumner,Sumner Kansas," 24,132 "," 23,535 "," 1,181.941 "
20,193,Kansas,Thomas County,Thomas,Thomas Kansas," 7,900 "," 7,904 "," 1,074.687 "
20,195,Kansas,Trego County,Trego,Trego Kansas," 3,001 "," 2,927 ", 889.478 
20,197,Kansas,Wabaunsee County,Wabaunsee,Wabaunsee Kansas," 7,053 "," 6,951 ", 794.302 
20,199,Kansas,Wallace County,Wallace,Wallace Kansas," 1,485 "," 1,518 ", 913.652 
20,201,Kansas,Washington County,Washington,Washington Kansas," 5,799 "," 5,598 ", 894.756 
20,203,Kansas,Wichita County,Wichita,Wichita Kansas," 2,234 "," 2,157 ", 718.568 
20,205,Kansas,Wilson County,Wilson,Wilson Kansas," 9,409 "," 8,856 ", 570.418 
20,207,Kansas,Woodson County,Woodson,Woodson Kansas," 3,309 "," 3,115 ", 497.820 
20,209,Kansas,Wyandotte County,Wyandotte,Wyandotte Kansas," 157,505 "," 163,369 ", 151.600 
21,001,Kentucky,Adair County,Adair,Adair Kentucky," 18,656 "," 19,027 ", 405.283 
21,003,Kentucky,Allen County,Allen,Allen Kentucky," 19,956 "," 20,640 ", 344.338 
21,005,Kentucky,Anderson County,Anderson,Anderson Kentucky," 21,421 "," 21,979 ", 201.832 
21,007,Kentucky,Ballard County,Ballard,Ballard Kentucky," 8,249 "," 8,212 ", 246.659 
21,009,Kentucky,Barren County,Barren,Barren Kentucky," 42,173 "," 43,570 ", 487.541 
21,011,Kentucky,Bath County,Bath,Bath Kentucky," 11,591 "," 12,228 ", 278.792 
21,013,Kentucky,Bell County,Bell,Bell Kentucky," 28,691 "," 27,337 ", 359.000 
21,015,Kentucky,Boone County,Boone,Boone Kentucky," 118,811 "," 127,712 ", 246.359 
21,017,Kentucky,Bourbon County,Bourbon,Bourbon Kentucky," 19,985 "," 20,116 ", 289.719 
21,019,Kentucky,Boyd County,Boyd,Boyd Kentucky," 49,542 "," 48,325 ", 159.864 
21,021,Kentucky,Boyle County,Boyle,Boyle Kentucky," 28,432 "," 29,809 ", 180.169 
21,023,Kentucky,Bracken County,Bracken,Bracken Kentucky," 8,488 "," 8,321 ", 205.612 
21,025,Kentucky,Breathitt County,Breathitt,Breathitt Kentucky," 13,878 "," 13,484 ", 492.413 
21,027,Kentucky,Breckinridge County,Breckinridge,Breckinridge Kentucky," 20,059 "," 20,018 ", 567.172 
21,029,Kentucky,Bullitt County,Bullitt,Bullitt Kentucky," 74,319 "," 78,702 ", 297.024 
21,031,Kentucky,Butler County,Butler,Butler Kentucky," 12,690 "," 12,938 ", 426.088 
21,033,Kentucky,Caldwell County,Caldwell,Caldwell Kentucky," 12,984 "," 12,681 ", 344.791 
21,035,Kentucky,Calloway County,Calloway,Calloway Kentucky," 37,191 "," 38,343 ", 385.021 
21,037,Kentucky,Campbell County,Campbell,Campbell Kentucky," 90,336 "," 92,066 ", 151.308 
21,039,Kentucky,Carlisle County,Carlisle,Carlisle Kentucky," 5,104 "," 4,874 ", 189.434 
21,041,Kentucky,Carroll County,Carroll,Carroll Kentucky," 10,811 "," 10,699 ", 128.569 
21,043,Kentucky,Carter County,Carter,Carter Kentucky," 27,720 "," 27,158 ", 409.496 
21,045,Kentucky,Casey County,Casey,Casey Kentucky," 15,955 "," 15,808 ", 444.230 
21,047,Kentucky,Christian County,Christian,Christian Kentucky," 73,955 "," 73,309 ", 717.503 
21,049,Kentucky,Clark County,Clark,Clark Kentucky," 35,613 "," 35,757 ", 252.463 
21,051,Kentucky,Clay County,Clay,Clay Kentucky," 21,730 "," 21,013 ", 469.247 
21,053,Kentucky,Clinton County,Clinton,Clinton Kentucky," 10,272 "," 10,174 ", 197.246 
21,055,Kentucky,Crittenden County,Crittenden,Crittenden Kentucky," 9,315 "," 9,183 ", 359.952 
21,057,Kentucky,Cumberland County,Cumberland,Cumberland Kentucky," 6,856 "," 6,759 ", 305.182 
21,059,Kentucky,Daviess County,Daviess,Daviess Kentucky," 96,656 "," 99,259 ", 458.346 
21,061,Kentucky,Edmonson County,Edmonson,Edmonson Kentucky," 12,161 "," 12,007 ", 302.883 
21,063,Kentucky,Elliott County,Elliott,Elliott Kentucky," 7,852 "," 7,648 ", 234.315 
21,065,Kentucky,Estill County,Estill,Estill Kentucky," 14,672 "," 14,375 ", 253.078 
21,067,Kentucky,Fayette County,Fayette,Fayette Kentucky," 295,803 "," 314,488 ", 283.649 
21,069,Kentucky,Fleming County,Fleming,Fleming Kentucky," 14,348 "," 14,637 ", 348.542 
21,071,Kentucky,Floyd County,Floyd,Floyd Kentucky," 39,451 "," 37,756 ", 393.345 
21,073,Kentucky,Franklin County,Franklin,Franklin Kentucky," 49,285 "," 50,375 ", 207.747 
21,075,Kentucky,Fulton County,Fulton,Fulton Kentucky," 6,813 "," 6,238 ", 205.504 
21,077,Kentucky,Gallatin County,Gallatin,Gallatin Kentucky," 8,589 "," 8,636 ", 101.234 
21,079,Kentucky,Garrard County,Garrard,Garrard Kentucky," 16,912 "," 17,237 ", 230.077 
21,081,Kentucky,Grant County,Grant,Grant Kentucky," 24,662 "," 24,757 ", 257.965 
21,083,Kentucky,Graves County,Graves,Graves Kentucky," 37,121 "," 37,421 ", 551.743 
21,085,Kentucky,Grayson County,Grayson,Grayson Kentucky," 25,746 "," 26,221 ", 496.698 
21,087,Kentucky,Green County,Green,Green Kentucky," 11,258 "," 11,010 ", 286.034 
21,089,Kentucky,Greenup County,Greenup,Greenup Kentucky," 36,910 "," 36,068 ", 344.397 
21,091,Kentucky,Hancock County,Hancock,Hancock Kentucky," 8,565 "," 8,692 ", 187.652 
21,093,Kentucky,Hardin County,Hardin,Hardin Kentucky," 105,543 "," 106,439 ", 623.278 
21,095,Kentucky,Harlan County,Harlan,Harlan Kentucky," 29,278 "," 27,703 ", 465.828 
21,097,Kentucky,Harrison County,Harrison,Harrison Kentucky," 18,846 "," 18,763 ", 306.364 
21,099,Kentucky,Hart County,Hart,Hart Kentucky," 18,199 "," 18,454 ", 412.086 
21,101,Kentucky,Henderson County,Henderson,Henderson Kentucky," 46,250 "," 46,407 ", 436.669 
21,103,Kentucky,Henry County,Henry,Henry Kentucky," 15,416 "," 15,620 ", 286.276 
21,105,Kentucky,Hickman County,Hickman,Hickman Kentucky," 4,902 "," 4,612 ", 242.274 
